iteration,train_loss,train_precision,train_recall,train_F1,test_loss,test_precision,test_recall,test_F1,train_acc,test_acc
134,0.0994122177362442,0.9962600469589233,0.5458185076713562,0.9321169853210449,0.14368833601474762,0.37510329484939575,0.6297734975814819,0.8051772117614746,0.9854832887649536,0.9615563154220581
135,0.09893058985471725,0.9962602257728577,0.5467724204063416,0.9330356121063232,0.14372679591178894,0.3749294877052307,0.6297734975814819,0.8049983382225037,0.9856257438659668,0.9614899754524231
136,0.09845717251300812,0.9962602257728577,0.5467724204063416,0.9330356121063232,0.14379122853279114,0.3749176263809204,0.6297237277030945,0.8049461245536804,0.9856257438659668,0.9614789485931396
137,0.09799055755138397,0.9962600469589233,0.5467533469200134,0.9330151081085205,0.14400489628314972,0.3747338354587555,0.6299706697463989,0.8048989772796631,0.9856209754943848,0.9614899754524231
138,0.09752824157476425,0.996267557144165,0.546903133392334,0.9331655502319336,0.14396868646144867,0.3746900260448456,0.6297237277030945,0.8046920299530029,0.9856589436531067,0.9614126086235046
139,0.09707368165254593,0.9962600469589233,0.5467533469200134,0.9330151081085205,0.14424200356006622,0.3740857243537903,0.6299706697463989,0.8040966391563416,0.9856209754943848,0.9613021016120911
140,0.09661968052387238,0.996267557144165,0.546903133392334,0.9331655502319336,0.14419375360012054,0.37425658106803894,0.6299706697463989,0.8042076230049133,0.9856589436531067,0.9613683819770813
141,0.09617381542921066,0.9961426854133606,0.546903133392334,0.9331207275390625,0.1444329023361206,0.3817509114742279,0.6481643319129944,0.8039078116416931,0.9856446981430054,0.961843729019165
142,0.09572891145944595,0.9963008761405945,0.5634893178939819,0.935505747795105,0.1444072276353836,0.3782142400741577,0.6387426257133484,0.8041508197784424,0.9862285852432251,0.961523175239563
143,0.09529178589582443,0.9963106513023376,0.555060863494873,0.9342081546783447,0.14456866681575775,0.38158273696899414,0.6483502388000488,0.8040043711662292,0.985929548740387,0.9617221355438232
144,0.09485787898302078,0.9963892102241516,0.5635817050933838,0.9356292486190796,0.14466267824172974,0.381352037191391,0.6483502388000488,0.8037612438201904,0.986266553401947,0.9616447687149048
145,0.09443019330501556,0.9964464902877808,0.5635817050933838,0.9356535077095032,0.1448133885860443,0.38434553146362305,0.6555557250976562,0.8016636371612549,0.9862760901451111,0.9616447687149048
146,0.09400714188814163,0.9964706301689148,0.5709303021430969,0.9359672665596008,0.14498504996299744,0.383621484041214,0.6559263467788696,0.8010562062263489,0.9865134358406067,0.9614678621292114
147,0.09358863532543182,0.9964699745178223,0.5711822509765625,0.9361895322799683,0.14503708481788635,0.38314661383628845,0.6559263467788696,0.8004927635192871,0.9865656495094299,0.9613463282585144
148,0.09317607432603836,0.9964699745178223,0.5711822509765625,0.9361895322799683,0.14527632296085358,0.3852556049823761,0.6608277559280396,0.7961986660957336,0.9865656495094299,0.9612799882888794
149,0.09276676177978516,0.996410071849823,0.575416088104248,0.9331874251365662,0.1452498435974121,0.3829023838043213,0.6559263467788696,0.8000279664993286,0.986784040927887,0.9612578749656677
150,0.09236623346805573,0.9984975457191467,0.5711822509765625,0.937068521976471,0.1456650346517563,0.3840257525444031,0.6618120074272156,0.7955412268638611,0.9867792725563049,0.9610368013381958
